transaction_id,date,product_id,region,channel,units_sold,avg_price,discount_pct,revenue,days_since_launch
124d5300-29ce-4ce6-b445-54ebbb821c50,2025-07-03,PC012,Surabaya,Tokopedia,4,30088.25,0,120353.02,1428
e3db3901-3006-4a60-9368-5832df8ffd8b,2023-11-29,PC007,Yogyakarta,Official Store,3,41079.47,0,123238.42,545
55f875fb-8da2-4fcb-8f1e-44c963320340,2023-11-29,PC009,Denpasar,Official Store,2,34209.41,0,68418.82,1165
a96a3bd8-32b8-49ce-b70c-f24319e65c01,2020-06-26,PC010,Denpasar,Alfamart,6,39604.58,5,237627.48,-995
2b25a52d-2fd4-4094-aa51-c89400be34fd,2023-01-14,PC014,Makassar,Shopee,2,35717.09,0,71434.19,-504
88739be7-59ef-4353-8535-aca80673e3f3,2024-09-13,PC008,Medan,Official Store,5,21897.08,15,109485.41,577
714d0441-24d5-442e-90e1-88ac2153c84b,2025-03-27,PC004,Bandung,Indomaret,2,23189.11,5,46378.22,1426
4225b9d4-0da3-4120-9d7c-db2385ba3621,2021-02-20,PC007,Semarang,Shopee,2,37773.09,0,75546.17,-467
1d9f8305-4448-40b3-af62-31f6f8a5fe4f,2021-11-09,PC008,Yogyakarta,Tokopedia,4,24691.54,10,98766.16,-462
8e1adfe5-7c51-49f2-b2da-12d8ec45beda,2025-01-09,PC013,Surabaya,Indomaret,4,30491.19,0,121964.76,360
62fc6145-29bb-4044-beec-4d8c4a29a2a6,2023-10-13,PC004,Semarang,Indomaret,3,22913.65,5,68740.94,895
b53aa0b9-b745-4b3b-89dd-6a77ec046f6f,2023-07-19,PC008,Bandung,Indomaret,6,24816.99,5,148901.96,155
bcc879c7-6f90-4270-b84d-9876e63048aa,2021-03-10,PC011,Yogyakarta,Alfamart,7,32230.99,0,225616.9,-396
3c014f04-7e23-4fbe-9fe7-90512747f6c3,2021-02-23,PC010,Bandung,Shopee,3,37798.86,10,113396.58,-753
9d81d2a3-1b8c-4676-84ba-2507665c7a28,2021-03-23,PC009,Yogyakarta,Shopee,2,30262.03,5,60524.05,184
3d4ed960-d2a0-4915-9bf2-cfc31767f2e8,2024-03-15,PC011,Yogyakarta,Official Store,4,31915.48,10,127661.91,705
88c68fc6-8194-4274-b38e-d726254c8d2b,2022-08-30,PC006,Makassar,Official Store,4,33907.44,0,135629.77,217
58f31d6f-cacc-4184-8cd5-de8e17728a6e,2022-12-25,PC014,Jakarta,Shopee,6,35504.72,10,213028.31,-524
a97ebf91-945d-49f8-be72-479b78963075,2021-11-21,PC001,Bali,Indomaret,2,32094.76,0,64189.53,645
fc254bee-70a5-43c7-813d-ee6600ef2bc0,2021-11-08,PC010,Denpasar,Official Store,7,42266.38,0,295864.64,-495
43b4367e-eaf8-4de0-8cf2-d65922c804ce,2025-07-02,PC009,Semarang,Hypermarket,3,31051.12,10,93153.36,1746
360279c4-274b-41d6-a302-c4c4aa28d7b6,2021-10-09,PC006,Medan,Shopee,7,32471.88,5,227303.19,-108
cb359440-0891-4e71-bc7e-6b2db1f49038,2024-06-11,PC014,Makassar,Indomaret,2,37572.06,5,75144.13,10
657c3f87-91a2-4fda-b4cf-cdd4c97bfdac,2024-12-04,PC010,Bandung,Hypermarket,5,38770.99,5,193854.96,627
b5415a78-a0bf-4b1d-b9eb-d288e96f1d5b,2022-02-14,PC013,Surabaya,Official Store,7,33553.81,0,234876.69,-700
1162e81f-a2e5-4a5e-9b7f-09df7c917f40,2025-09-18,PC007,Yogyakarta,Indomaret,2,36991.87,0,73983.73,1204
b90f04ed-d6b7-4ae5-b387-157483d6f02e,2024-04-14,PC015,Yogyakarta,Indomaret,6,16126.32,5,96757.91,1230
e48b25dc-ab66-43b6-a3b8-1ad23f821042,2021-02-08,PC005,Surabaya,Alfamart,5,28264.84,15,141324.18,-277
82aa0611-839b-4dda-a3b1-24ecdad9d7f8,2020-07-14,PC004,Semarang,Hypermarket,5,25778.11,0,128890.57,-291
9827b99f-4cc2-4431-a21e-93450ddd42b9,2021-07-22,PC015,Jakarta,Shopee,2,16697.25,10,33394.49,233
5ed83d75-e762-4a0e-90fa-6f017ebaa0f4,2023-08-31,PC012,Medan,Shopee,2,31145.8,0,62291.61,756
66e1cca4-99b7-427f-9797-d378e030938b,2024-05-10,PC004,Palembang,Hypermarket,6,23486.64,5,140919.83,1105
29e8d3ed-4265-4735-8520-58664f9921cf,2023-03-25,PC004,Yogyakarta,Official Store,2,23565.47,10,47130.94,693
bdf0ff57-dd85-4c8d-8b9e-233f45e8e678,2020-01-22,PC003,Palembang,Shopee,3,25969.42,10,77908.27,-58
5ae257d2-3c6f-46b3-95f1-5349d6b3de90,2023-05-22,PC015,Makassar,Hypermarket,5,15043.48,15,75217.4,902
e5ee044f-e452-4d28-bafb-749e75f617b7,2021-08-30,PC009,Medan,Indomaret,4,29664.98,15,118659.91,344
c157e7f2-2541-42a1-8073-b94cf1acad8b,2021-07-21,PC014,Bandung,Official Store,2,36920.32,0,73840.64,-1046
7d05cad8-052d-4029-82d9-c9532c948ea0,2024-07-10,PC009,Semarang,Shopee,7,33041.83,5,231292.83,1389
19e250fb-c75e-4939-91fb-71067d7d7b74,2024-04-21,PC007,Bandung,Shopee,2,37793.99,10,75587.97,689
407bb463-7df4-40d6-939b-89776663c8a8,2024-12-28,PC002,Yogyakarta,Tokopedia,3,32872.87,0,98618.6,1662
0c10e982-6309-4f67-9853-6414fb925c78,2022-06-10,PC006,Semarang,Indomaret,5,36176.29,0,180881.45,136
98bed598-41ec-4820-a538-a568505b4a95,2025-03-15,PC013,Medan,Official Store,3,29255.27,5,87765.82,425
be076e40-4a7f-47e9-b6d5-575af616365f,2023-09-11,PC008,Surabaya,Official Store,8,25995.1,0,207960.77,209
6699fa55-e136-4d54-8658-b0eb4983f4df,2025-10-18,PC006,Medan,Official Store,3,28886.87,15,86660.62,1362
59dd5a74-684c-494b-ba5e-8e92fc4181bb,2025-07-24,PC005,Denpasar,Tokopedia,1,31052.78,5,31052.78,1350
554659e6-9fe8-49ab-8c52-a6ba77234a02,2025-12-29,PC005,Jakarta,Indomaret,6,34794.08,5,208764.48,1508
bc535ce1-3f68-4b34-b8bf-8653512694b2,2022-10-03,PC009,Surabaya,Official Store,5,34202.73,0,171013.64,743
b1e8d604-d1da-4fac-bccd-19f9fea640b3,2022-08-16,PC005,Surabaya,Indomaret,2,36328.45,0,72656.9,277
e1b8f47a-3bda-48eb-b2e3-342d7c4d564d,2020-09-25,PC015,Medan,Indomaret,4,18770.81,0,75083.23,-67
b492ac3a-8e9c-436d-8295-71f16c67fab2,2024-08-02,PC002,Bali,Hypermarket,5,32336.57,0,161682.83,1514
d5eaa7d0-9e30-4ce6-92bb-b1fb087caede,2020-02-11,PC004,Semarang,Indomaret,5,21863.13,15,109315.63,-445
6a97c6ac-2d82-45f7-a9bd-625523e52539,2024-11-26,PC005,Yogyakarta,Indomaret,4,33120.89,5,132483.54,1110
732799c5-763d-4d6b-a94e-7dc6ce49db05,2021-12-08,PC008,Denpasar,Shopee,5,25437.1,5,127185.5,-433
fad0ab4a-945b-4a47-b58d-10d8a1a2ee44,2025-07-23,PC015,Bali,Indomaret,6,15946.49,10,95678.93,1695
ddcbb618-6263-404f-b0be-055249b59373,2020-12-03,PC002,Yogyakarta,Tokopedia,2,34065.7,0,68131.41,176
a87b97b9-06c8-4177-9e9b-6efd714dcbf8,2021-06-20,PC007,Jakarta,Tokopedia,6,41549.13,0,249294.75,-347
96f8c9e1-b70a-4d7d-af36-53e948fe99bb,2025-05-12,PC007,Bandung,Indomaret,4,40212.07,0,160848.28,1075
838b2494-0ee0-4648-adfa-5b4acd46e6ac,2025-01-25,PC011,Semarang,Official Store,5,27200.81,20,136004.04,1021
1fb15769-9595-4cd0-b06e-8f58d14d29f3,2024-01-12,PC007,Jakarta,Tokopedia,5,32433.07,15,162165.34,589
095aa109-6ab8-43d1-b6a6-b2e6b6250374,2024-06-06,PC007,Semarang,Official Store,3,38594.41,0,115783.22,735
a014b74b-2076-4c58-9f71-24e7ccf750ca,2020-01-01,PC002,Jakarta,Shopee,3,33338.34,0,100015.01,-161
01939770-5def-40d9-888f-7e22fec91fb5,2022-09-03,PC006,Palembang,Indomaret,2,29260.83,15,58521.65,221
9933e1b8-0f99-4b26-9f81-28e84bdb4632,2021-07-26,PC002,Denpasar,Alfamart,4,31978.99,5,127915.95,411
6620e185-21e1-4db7-8fb9-325e84bd47e4,2023-02-02,PC007,Bali,Hypermarket,5,39787.37,0,198936.83,245
41b08608-13a5-4ca8-8f82-0fb18f7a455e,2023-04-19,PC002,Surabaya,Indomaret,2,30842.08,0,61684.17,1043
09762f68-e279-4abe-b133-04ef4fd41600,2024-02-04,PC004,Surabaya,Alfamart,2,25462.3,0,50924.61,1009
b921c99f-b868-490e-9742-79810768122a,2020-08-16,PC014,Makassar,Hypermarket,6,31665.83,15,189994.98,-1385
d2433f59-3f72-4ba7-b551-216090ed72ad,2022-04-03,PC004,Palembang,Hypermarket,3,24996.12,0,74988.36,337
256e24df-8f50-4b1d-bd6b-6a426246a4b6,2021-03-22,PC002,Bandung,Alfamart,5,26813.9,15,134069.51,285
42e184a3-e002-42e7-ac0b-f387da3290b7,2021-12-24,PC010,Bandung,Official Store,4,33477.71,15,133910.83,-449
2895161a-17a8-4dd0-8d15-e8f9b7d3376e,2024-10-29,PC005,Semarang,Tokopedia,6,33076.73,0,198460.35,1082
62ea5ab6-1b64-4f9d-8f91-c67b30d9e80d,2020-05-02,PC006,Denpasar,Alfamart,3,36463.56,0,109390.69,-633
1c45ccbd-82fe-4cb1-a52f-3e2e79224b19,2024-10-21,PC001,Denpasar,Shopee,5,26370.25,20,131851.27,1710
959f6814-5d44-4bf6-8ada-d16c32753958,2021-03-15,PC002,Denpasar,Shopee,5,28923.79,15,144618.94,278
40668616-cdbe-4e56-92b9-cac69670d360,2020-09-29,PC004,Palembang,Alfamart,3,21293.54,15,63880.62,-214
15d707e4-96c0-4aa4-a106-584e24002757,2024-12-20,PC008,Jakarta,Hypermarket,4,29191.51,0,116766.04,675
51af624b-bc3b-4e4a-affa-e98777abd687,2023-07-21,PC005,Palembang,Indomaret,1,32326.89,0,32326.89,616
244ed9bf-0f05-4310-a0f2-b692ed55bf01,2024-01-01,PC001,Denpasar,Hypermarket,3,28898.45,5,86695.34,1416
81f93986-a350-445a-8601-c9e4c43bf115,2022-03-28,PC009,Surabaya,Tokopedia,4,28704.51,10,114818.03,554
f5d45f04-2fe7-4a90-a93a-791bfcfdeb3b,2023-03-12,PC013,Jakarta,Shopee,4,31367.62,0,125470.48,-309
6b7585a6-2988-4b56-bc5a-6524a34a480b,2025-04-22,PC008,Palembang,Shopee,6,25272.2,5,151633.17,798
f9750712-57be-479e-9c73-a232fee78c2c,2021-03-12,PC005,Palembang,Alfamart,6,34677.0,0,208061.98,-245
3a584478-367f-4609-8cd2-7d1e21ed02c8,2023-02-27,PC005,Semarang,Shopee,6,34670.81,5,208024.88,472
fc9a9466-f935-43f4-bbd2-c1afc69c1f3a,2023-07-30,PC009,Jakarta,Tokopedia,4,33060.51,0,132242.03,1043
c3b49c07-eaf7-4902-9e99-8933a2757e15,2021-02-19,PC001,Jakarta,Official Store,2,28784.35,5,57568.69,370
c4b2e3d7-df90-454c-ab6a-73e72033c39f,2025-10-18,PC010,Medan,Shopee,4,38717.86,5,154871.44,945
44b04086-9415-4388-af44-9dc4551c8bf8,2022-06-09,PC005,Yogyakarta,Hypermarket,2,34717.91,0,69435.81,209
96e5af13-28b6-41e1-8f1a-fec2a4bae06a,2025-11-23,PC011,Surabaya,Shopee,4,35535.44,0,142141.74,1323
0505bee8-0504-4ca9-80cb-e312e28a3a6b,2025-10-29,PC013,Medan,Hypermarket,5,30522.25,0,152611.25,653
1918a211-3999-43ca-8f0f-a8d998ee2afb,2025-08-03,PC006,Jakarta,Hypermarket,4,32590.96,10,130363.82,1286
90dfd17c-ad2e-4aff-ba99-dd2cdedcbbf2,2023-01-09,PC011,Bali,Indomaret,1,34203.38,0,34203.38,274
30994d83-b7ba-4afb-860e-c4fba585e439,2024-03-03,PC009,Makassar,Indomaret,3,31990.0,0,95969.99,1260
2742e830-585c-405a-b187-de309dffb28e,2025-09-05,PC015,Bandung,Alfamart,6,15099.75,15,90598.5,1739
e938efce-d8f6-49e9-ae3d-720e4412853c,2025-01-14,PC013,Yogyakarta,Shopee,3,25748.27,20,77244.8,365
776f6f65-1a1b-403c-b79b-9b5722303bfa,2022-06-16,PC003,Yogyakarta,Indomaret,4,28709.29,0,114837.18,818
705836e6-1fdf-4ace-8e9c-b8e8d054b521,2023-09-09,PC013,Yogyakarta,Tokopedia,5,31752.25,0,158761.23,-128
bc67a5ba-0eda-47e0-8d39-744cf448732c,2025-01-08,PC007,Palembang,Alfamart,4,32504.04,15,130016.16,951
61429dfa-83da-4448-a2a2-becedaed71f3,2021-08-13,PC004,Jakarta,Alfamart,4,23536.31,0,94145.23,104
b5f838e3-83ec-4dee-8e42-a205ae1cc694,2024-12-17,PC010,Jakarta,Alfamart,4,35977.94,15,143911.77,640
a6cf3e6e-8d94-4b16-8c18-319ff581a1c6,2021-05-20,PC011,Bali,Alfamart,4,33888.92,0,135555.7,-325
6388c8d6-161f-4493-8e1a-40046725b10e,2024-02-02,PC014,Bali,Indomaret,2,34105.43,5,68210.85,-120
736da2f8-8f7d-4997-baed-d7f603104bdd,2021-05-15,PC009,Surabaya,Indomaret,4,31908.17,0,127632.68,237
5c934194-9056-4a4a-951a-6b95e0b229a3,2023-11-09,PC012,Bali,Hypermarket,5,27908.6,0,139542.98,826
973514a5-7a1f-4dcd-8150-dc1b10ef70a6,2021-08-28,PC003,Semarang,Tokopedia,9,25648.83,5,230839.49,526
ecbda45b-1ed9-48a4-a8c9-18c0c10dedd5,2021-02-04,PC015,Medan,Tokopedia,7,16226.66,10,113586.63,65
7d9226d0-8876-430f-82da-0faee060f492,2023-07-11,PC002,Denpasar,Shopee,4,26865.05,20,107460.2,1126
8a51332f-71e0-4bbd-8f6b-1d832fcf1587,2025-07-25,PC013,Bandung,Shopee,4,32639.72,0,130558.89,557
753eeb5e-1129-47cd-9f1d-096073ea72ac,2022-07-25,PC014,Denpasar,Shopee,6,36644.43,0,219866.6,-677
b7b24b34-63ce-4597-bd41-bac0ed01596f,2021-07-25,PC002,Semarang,Indomaret,6,30673.99,5,184043.95,410
f6f6b73a-bdee-4cbb-8e0a-d32e545a52cd,2024-01-27,PC015,Yogyakarta,Tokopedia,2,16169.19,10,32338.39,1152
0a2ceb6b-43e8-444d-b622-9ec356fddef9,2023-04-10,PC014,Denpasar,Indomaret,4,34913.68,5,139654.74,-418
ff9d102d-4398-4dde-b0ae-0114ef629497,2022-03-08,PC003,Denpasar,Official Store,3,27555.34,5,82666.03,718
1b23b313-6155-4d1c-89bf-3f05073cf59d,2025-04-24,PC008,Semarang,Tokopedia,6,25035.88,5,150215.26,800
e78d0b7c-f14b-4ee5-8aee-1ca6c0630cce,2022-11-24,PC009,Palembang,Official Store,1,32432.4,0,32432.4,795
e75af74b-e282-49c7-8040-b6fc0a0c8b12,2020-07-10,PC011,Medan,Indomaret,3,32278.94,0,96836.82,-639
cd936615-308d-4474-92f3-820e0e6f69de,2025-07-25,PC012,Bali,Indomaret,5,25266.63,15,126333.17,1450
c6c124fd-f87a-4281-b985-030b060acb5a,2020-04-04,PC002,Palembang,Official Store,5,31255.85,0,156279.26,-67
468d2593-6569-4987-8521-b7ec969f3038,2021-10-18,PC014,Surabaya,Hypermarket,5,36102.91,0,180514.53,-957
f1674824-c3b9-49db-8d06-1c5d10695d2e,2025-02-06,PC009,Palembang,Shopee,6,34742.38,0,208454.27,1600
2226baad-d92a-4d53-a622-f44fd65d6014,2025-12-27,PC010,Palembang,Tokopedia,4,41583.35,0,166333.38,1015
2622a482-c759-4ec6-875c-eae5a3dff26c,2023-11-23,PC005,Yogyakarta,Shopee,4,33921.33,0,135685.32,741
67a70df8-cd69-4489-8988-3426e99425a5,2020-01-21,PC013,Denpasar,Tokopedia,5,30310.51,0,151552.54,-1455
7e16b05e-442a-4150-96fa-905fd86b679f,2024-06-15,PC005,Bali,Indomaret,6,31344.72,10,188068.34,946
5923f0ad-02d2-40c1-bb08-126846f62731,2025-02-06,PC012,Makassar,Shopee,5,28837.76,0,144188.82,1281
50fceeb7-53ea-4f0c-ae07-4f0f87590a10,2022-05-14,PC008,Medan,Shopee,4,24919.2,15,99676.81,-276
e40afd58-8204-49e5-893a-2cd947b01b61,2022-08-28,PC007,Palembang,Tokopedia,2,37498.51,0,74997.02,87
9df5bd64-7b0d-4f7c-8d9f-869a5548b1dd,2023-10-21,PC010,Makassar,Indomaret,7,38115.69,5,266809.84,217
9703e07d-0b77-436d-b072-394cf8ae0235,2022-07-01,PC003,Medan,Alfamart,3,24035.43,10,72106.29,833
ba207250-d369-4b84-b3d5-9dc6924b2217,2021-12-17,PC003,Yogyakarta,Indomaret,6,27873.67,0,167242.03,637
5c38e6f5-148f-4472-8e09-c71b8778d681,2025-10-09,PC010,Semarang,Alfamart,3,35254.86,20,105764.58,936
23b69e1c-6e89-479b-bbd1-44322ed00bd3,2020-04-27,PC009,Bali,Indomaret,4,28155.59,10,112622.35,-146
02dfae23-0c09-4466-a07a-55293c779076,2023-05-14,PC012,Jakarta,Official Store,1,29258.06,0,29258.06,647
15c68f98-fc17-41ef-810c-6a66895cfb6c,2023-12-25,PC005,Medan,Hypermarket,6,28073.85,15,168443.09,773
32719ad8-5b1c-4048-a565-be4c9e5f60ab,2023-02-10,PC011,Surabaya,Shopee,3,31077.84,5,93233.51,306
9046b2cd-316b-4211-93e6-e2b6dcc4329e,2025-12-02,PC010,Surabaya,Tokopedia,5,39352.32,0,196761.59,990
8787b871-8a79-4c11-8c2d-3c3c1c87b8c7,2020-08-01,PC015,Bali,Alfamart,5,17228.29,0,86141.44,-122
e1380b9c-d8c5-4df0-9f5b-53a2fa9e8f2e,2025-12-11,PC006,Makassar,Hypermarket,4,34813.83,5,139255.33,1416
8dc0a883-f7b9-4ad8-b0db-96c66cab7371,2023-06-16,PC003,Semarang,Hypermarket,5,27609.52,0,138047.58,1183
e067f7f9-2e85-4c7d-a1db-43166eac0b5e,2021-12-31,PC001,Jakarta,Tokopedia,3,28290.25,15,84870.76,685
018a8608-1215-46b5-8e31-9eb52bdcbb40,2022-11-16,PC007,Surabaya,Shopee,3,36909.65,0,110728.94,167
8cc609a5-12f8-4f92-9f73-3ac158891d12,2022-05-03,PC002,Bandung,Indomaret,2,31202.68,0,62405.37,692
0b88ac8a-20a4-413a-9ba9-405a28945633,2023-06-12,PC003,Medan,Tokopedia,5,26120.38,5,130601.91,1179
bcb7a003-9e53-4005-bb07-c2257d3a867b,2022-06-18,PC013,Denpasar,Shopee,2,29542.16,0,59084.32,-576
7857a2d1-5054-4d54-bb9d-1393b18582a3,2024-07-09,PC007,Medan,Indomaret,5,40733.2,0,203666.0,768
6c26ea54-61cb-4264-a6d3-8a77dfc0e8e1,2021-11-19,PC006,Makassar,Hypermarket,1,33948.29,0,33948.29,-67
44cc0ca0-035e-418f-b252-23bbccf4bfe0,2025-08-14,PC009,Makassar,Official Store,3,28040.34,15,84121.03,1789
4928557c-f691-47c8-8176-88a9a09cd16d,2024-08-30,PC012,Surabaya,Tokopedia,3,26726.99,15,80180.98,1121
a04cee58-8532-426e-997b-f59936fbca39,2024-05-10,PC013,Bali,Shopee,4,30328.13,0,121312.51,116
f2754758-db70-4a8c-adc9-686bc278f268,2021-01-11,PC010,Denpasar,Alfamart,4,38936.46,10,155745.85,-796
cc96edec-8c2b-4870-91a0-1d28d9fc012b,2021-07-04,PC005,Yogyakarta,Tokopedia,4,29506.59,15,118026.36,-131
60974b89-75f7-4abb-8c75-b01829ec03e7,2025-12-14,PC006,Medan,Official Store,6,36644.03,0,219864.16,1419
dd7a2b5b-dfdd-4b20-b643-6453d97f31bf,2023-10-07,PC011,Bandung,Tokopedia,8,27762.07,15,222096.55,545
b86bf9a2-061d-415c-84f0-ee4467285502,2024-11-13,PC007,Denpasar,Shopee,3,40845.06,0,122535.18,895
ae9b5ca8-ed0e-4af3-b923-c979acbf3bc0,2024-07-11,PC010,Makassar,Indomaret,4,41420.56,0,165682.25,481
5d9915ac-be2c-42c7-83f7-8a288cf20900,2021-07-14,PC002,Bandung,Official Store,4,30826.66,5,123306.65,399
c7ceea59-d259-4173-8200-daf9128d8ea4,2024-08-19,PC001,Makassar,Alfamart,4,31763.7,5,127054.79,1647
9419162a-892a-4e0e-8b9d-49bc18e1b494,2025-03-27,PC004,Surabaya,Shopee,9,26048.72,0,234438.49,1426
3f8b177a-127b-433a-a1cb-4210fe41660f,2022-04-05,PC008,Jakarta,Shopee,3,25771.93,0,77315.8,-315
bfac6e33-5896-497f-a1e1-8654f07d0292,2020-07-30,PC006,Makassar,Indomaret,2,30491.94,10,60983.88,-544
0b2eaebf-e57b-444a-b230-ca39d444a4fe,2025-03-23,PC014,Medan,Tokopedia,3,38582.98,0,115748.95,295
6560f397-fbfc-4a3b-80b7-a368a521b931,2025-04-19,PC006,Makassar,Tokopedia,7,35023.57,5,245165.02,1180
5b321963-686e-4d0b-a39c-6cfad15d2d5d,2020-05-01,PC012,Semarang,Official Store,4,28462.46,0,113849.82,-461
eca33c99-5d9d-41a9-b124-9089f9facabf,2020-04-02,PC012,Palembang,Indomaret,6,26716.42,15,160298.51,-490
ac852197-c773-4935-a941-35db8eed7ba2,2022-11-18,PC004,Jakarta,Indomaret,4,21229.5,15,84917.99,566
24af1669-fd08-45ac-ad06-9cab6dd179e3,2020-07-06,PC008,Jakarta,Tokopedia,5,27255.86,5,136279.32,-953
8d4fb796-5289-4f5f-8c5f-5fbd974c64d1,2022-04-02,PC012,Palembang,Indomaret,3,26391.58,5,79174.74,240
6ef7f478-d020-4e48-b860-71f4262bcb7c,2023-05-08,PC012,Yogyakarta,Official Store,4,30980.38,0,123921.52,641
d86b2728-5be4-4071-8206-03ef6ae8ea1a,2025-03-13,PC002,Yogyakarta,Hypermarket,4,33089.77,0,132359.08,1737
65969f5d-bf07-4a02-9d85-dc3be95f977a,2023-02-12,PC009,Denpasar,Shopee,4,33230.8,0,132923.2,875
65353629-681a-4506-ac14-7e7376ebfdff,2022-12-04,PC002,Surabaya,Hypermarket,5,34604.01,0,173020.05,907
5f523de7-3629-411a-98e6-f83fced07180,2025-09-23,PC001,Jakarta,Tokopedia,5,25842.8,15,129214.0,2047
3a2ebb42-c9bf-4bf7-a0d9-afdef8cd3d30,2021-09-11,PC010,Palembang,Hypermarket,5,38801.08,0,194005.42,-553
1347b490-9178-4116-9ded-0ec36fdcc900,2021-05-07,PC010,Denpasar,Shopee,4,39369.81,0,157479.25,-680
673f87b4-2756-4e89-aa79-b26f396dd392,2022-10-17,PC004,Denpasar,Tokopedia,5,20812.2,20,104060.99,534
eec7db69-d44b-467f-9a45-84bd9ed69d28,2021-06-16,PC007,Yogyakarta,Indomaret,3,40790.63,0,122371.89,-351
423ebe5c-499c-4668-8acc-2d8cb298be25,2024-02-14,PC005,Bandung,Alfamart,6,32646.15,5,195876.92,824
9004842e-53df-4c54-afe5-ac62112a3228,2024-11-14,PC005,Semarang,Official Store,5,26107.57,20,130537.85,1098
5769cb59-aff0-48e7-aa36-bd2259b07c90,2023-10-09,PC012,Yogyakarta,Tokopedia,4,29334.56,0,117338.22,795
527b6f34-5d1d-45ed-8e06-769f9dc2dc87,2023-04-29,PC010,Bandung,Hypermarket,7,36911.96,15,258383.7,42
8391ab99-0d7a-4f09-a5fa-620e5ef2b590,2023-09-17,PC011,Bali,Official Store,3,34889.72,0,104669.17,525
d57a0d83-c3f2-49a0-ac39-b23dfa019c4e,2024-03-23,PC007,Surabaya,Indomaret,9,39147.1,5,352323.94,660
cca820e7-6e29-4181-93dd-48008e5e320d,2025-11-21,PC010,Bali,Indomaret,4,38944.7,0,155778.81,979
01864922-676f-46d7-84ee-76a93dae4a5b,2020-09-10,PC011,Bali,Hypermarket,6,34527.46,0,207164.75,-577
6b04e43f-35f9-439b-ad63-7ee6e4603449,2024-07-03,PC003,Medan,Alfamart,1,28151.72,0,28151.72,1566
c081a90f-6556-4712-8fff-1385db9db1a5,2022-10-14,PC002,Jakarta,Hypermarket,3,31834.48,0,95503.44,856
b7faf210-e308-4c8a-beaf-8968cf4baa98,2021-05-05,PC007,Palembang,Official Store,2,37812.35,0,75624.7,-393
1e3a9018-912c-4a43-a3fe-e0fbe383bce7,2024-04-06,PC005,Makassar,Alfamart,4,33664.83,0,134659.31,876
db1685e8-dc21-465c-8580-885da1e6a4d4,2021-06-09,PC012,Makassar,Shopee,2,22699.69,20,45399.38,-57
e23724d3-6180-488a-a0d2-cdb38032a4af,2024-01-17,PC012,Makassar,Shopee,2,28471.07,5,56942.14,895
0e12555c-a9f5-47c2-b834-71078382806c,2021-09-04,PC013,Bandung,Tokopedia,4,33269.68,0,133078.71,-863
3751743a-5b6b-4529-9637-ea15a4186dd8,2025-10-12,PC002,Jakarta,Alfamart,5,33884.16,0,169420.81,1950
8202d092-4ebb-485f-bc07-d0cdaa5e8c32,2021-06-14,PC006,Denpasar,Shopee,3,33916.62,0,101749.86,-225
af5359a8-0769-45a7-a860-cd30cccda652,2024-05-30,PC008,Jakarta,Tokopedia,6,27519.32,5,165115.91,471
f081b2b8-e088-4f96-981b-e94cdde6a374,2021-04-07,PC003,Medan,Tokopedia,2,24631.29,5,49262.59,383
6a08dc33-9009-47bf-9b52-ef89f357e8cb,2021-12-11,PC015,Jakarta,Indomaret,4,16743.71,0,66974.82,375
